id,name,author,price,url,image_url,description,categories,created_at,updated_at,page,effect_all_classification,effect_all_classification_with_comments,effect_res_classification,effect_res_classification_with_comments,props_all_classification,props_all_classification_with_comments,props_res_classification,props_res_classification_with_comments
461958,CineMental (Gimmick and Online Instructions) by Nikolas Mavresis,Nikolas Mavresis,33.2,https://www.penguinmagic.com/p/20704,https://s3.amazonaws.com/images.penguinmagic.com/images/products/large/25449a-673e1211b6ce2.png,"""I thought I knew what was going on... then that second phase, phenomenal!"" - Tom Elderfield""Simple, strong, powerful!"" - Fraser ParkerNikolas Mavresis' Cinemental is a blockbuster two-phase mentalism rout","['magic tricks', 'magic shops', 'card tricks', 'street magic', 'levitation', 'magic store', 'magic supplies']",2025-04-13 16:48:15.003208,2025-04-13 16:48:15.003209,20704,Mentalism (0.90); Prediction (0.80); Mind Reading (0.70),"Mentalism (0.90) - The title and description suggest that the main effect is a mentalism trick involving mind reading or prediction.; Prediction (0.80) - The description mentions a two-phase mentalism rout, which implies a prediction-based effect.; Mind Reading (0.70) - The description also suggests that the trick involves some form of mind reading.",Mentalism (0.90); Prediction (0.80); Mind Reading (0.70),"Mentalism (0.90) - The title and description suggest that the main effect is a mentalism trick involving mind reading or prediction.; Prediction (0.80) - The description mentions a two-phase mentalism rout, which implies a prediction-based effect.; Mind Reading (0.70) - The description also suggests that the trick involves some form of mind reading.",gimmick (0.90),"gimmick (0.90) - The product is described as including a gimmick, which is a common prop used in magic tricks.",gimmick (0.90),"gimmick (0.90) - The product is described as including a gimmick, which is a common prop used in magic tricks."
461959,Gigacube by Maxim Durocher,Maxim Durocher,60.0,https://www.penguinmagic.com/p/20705,https://s3.amazonaws.com/images.penguinmagic.com/images/products/large/25450a-673e12ac0020d.png,"GigaCube by Maxim Durocher is a fascinating self-solving cube that redefines the puzzle-solving experience. Unlike traditional Rubik's cubes that require complex algorithms and manual manipulation, the GigaCube effortlessly s","['magic tricks', 'magic shops', 'card tricks', 'street magic', 'levitation', 'magic store', 'magic supplies']",2025-04-13 16:48:15.004196,2025-04-13 16:48:15.004196,20705,Transformation (0.90); Impossible Object (0.80),"Transformation (0.90) - The product description mentions that the GigaCube effortlessly solves itself, which suggests a transformation effect where the cube solves itself without manual manipulation.; Impossible Object (0.80) - The self-solving cube could be considered an impossible object, as it defies the normal expectations of how a Rubiks cube should behave.",Transformation (0.90); Impossible Object (0.80),"Transformation (0.90) - The product description mentions that the GigaCube effortlessly solves itself, which suggests a transformation effect where the cube solves itself without manual manipulation.; Impossible Object (0.80) - The self-solving cube could be considered an impossible object, as it defies the normal expectations of how a Rubiks cube should behave.",Magic Apparatus (0.90),"Magic Apparatus (0.90) - The GigaCube is described as a self-solving cube, which is a specialized magic apparatus designed to perform the transformation effect.",Magic Apparatus (0.90),"Magic Apparatus (0.90) - The GigaCube is described as a self-solving cube, which is a specialized magic apparatus designed to perform the transformation effect."
461960,Magnetic Ball (Red) by Iarvel Magic,Iarvel Magic,10.0,https://www.penguinmagic.com/p/20706,https://s3.amazonaws.com/images.penguinmagic.com/images/products/large/25451a-673e13b945fc2.png,"These beautifully made Iarvel Magnetic Balls  are the ideal addition to Espionage. Even when this magnetic ball is kept inside the hand of the spectator, Espionage can still detect it up to 15 centimeters away.  WHAT YOU WILL","['magic tricks', 'magic shops', 'card tricks', 'street magic', 'levitation', 'magic store', 'magic supplies']",2025-04-13 16:48:15.005042,2025-04-13 16:48:15.005043,20706,Penetration (0.90); Mentalism (0.80); Impossible Object (0.70),"Penetration (0.90) - The description mentions that the magnetic ball can be detected even when kept inside the spectators hand; Mentalism (0.80) - The ability to detect the presence of the magnetic ball from a distance could be considered a mentalism effect.; Impossible Object (0.70) - The magnetic ball itself could be considered an impossible object, as it seems to defy the laws of physics.",Penetration (0.90); Mentalism (0.80); Impossible Object (0.70),"Penetration (0.90) - The description mentions that the magnetic ball can be detected even when kept inside the spectators hand; Mentalism (0.80) - The ability to detect the presence of the magnetic ball from a distance could be considered a mentalism effect.; Impossible Object (0.70) - The magnetic ball itself could be considered an impossible object, as it seems to defy the laws of physics.",,,,
461961,Words of Dragon Playing Cards by KING STAR,KING STAR,14.76,https://www.penguinmagic.com/p/20707,https://s3.amazonaws.com/images.penguinmagic.com/images/products/large/25452a-673e13f4dbef4.png,"Let's meet KING STAR - an extremely creative team of art. Words of Dragon Playing Cards are the latest work of them.Once you get the Words of Dragon Playing Cards in your hand, you can feel so many differences from other play","['magic tricks', 'magic shops', 'card tricks', 'street magic', 'levitation', 'magic store', 'magic supplies']",2025-04-13 16:48:15.005718,2025-04-13 16:48:15.005718,20707,Transformation (0.90),"Transformation (0.90) - The description mentions that the playing cards have so many differences from other play, suggesting a transformation effect.",Transformation (0.90),"Transformation (0.90) - The description mentions that the playing cards have so many differences from other play, suggesting a transformation effect.",cards (0.90),cards (0.90) - The main prop used in the effect is playing cards.,cards (0.90),cards (0.90) - The main prop used in the effect is playing cards.
461962,NOTHING GEN 3 SMOKE DEVICE by Bond Lee,Bond Lee,163.98,https://www.penguinmagic.com/p/20708,https://s3.amazonaws.com/images.penguinmagic.com/images/products/large/25453a-673e1441befd9.png,"In 2019, we created the world smallest smoke device ""Nothing 2.0"" and it instantly became the most popular smoke device that year. After 2 years of hard work, the next generation of our compact smoke device is final","['magic tricks', 'magic shops', 'card tricks', 'street magic', 'levitation', 'magic store', 'magic supplies']",2025-04-13 16:48:15.006300,2025-04-13 16:48:15.006301,20708,Production (0.90); Vanish (0.70); Transformation (0.60),"Production (0.90) - The product description mentions that it is a smoke device, which is a common method for producing or creating an effect on stage.; Vanish (0.70) - While not explicitly stated, the smoke device could potentially be used to make an object or item vanish.; Transformation (0.60) - The description mentions that this is the next generation of their previous smoke device, suggesting a transformation or evolution of the product.",Production (0.90); Vanish (0.70),"Production (0.90) - The product description mentions that it is a smoke device, which is a common method for producing or creating an effect on stage.; Vanish (0.70) - While not explicitly stated, the smoke device could potentially be used to make an object or item vanish.",device (0.90),device (0.90) - The main prop used in this effect is a specialized smoke device.,device (0.90),device (0.90) - The main prop used in this effect is a specialized smoke device.
461963,Buddha Papers Mystery by Mr Magic,Mr Magic,1.89,https://www.penguinmagic.com/p/20709,https://s3.amazonaws.com/images.penguinmagic.com/images/products/large/25454a-673e16f8b1ba8.png,"This is a classic table trick, Buddha Papers Mystery you should find it useful when performing for only a few spectators.Effect:The performer places a coin in the center of a yellow colored square sheet of paper, folds it up","['magic tricks', 'magic shops', 'card tricks', 'street magic', 'levitation', 'magic store', 'magic supplies']",2025-04-13 16:48:15.006844,2025-04-13 16:48:15.006844,20709,Transformation (0.90); Vanish (0.80),Transformation (0.90) - The effect involves the transformation of a coin into a folded paper; Vanish (0.80) - The coin appears to vanish into the folded paper,Transformation (0.90); Vanish (0.80),Transformation (0.90) - The effect involves the transformation of a coin into a folded paper; Vanish (0.80) - The coin appears to vanish into the folded paper,paper (0.90),paper (0.90) - The main prop used in the effect is a sheet of paper,paper (0.90),paper (0.90) - The main prop used in the effect is a sheet of paper
461964,Triple TUC (D0190) Walking Liberty Silver Half Dollar Gimmicks and Online Instructions by Tango,Tango,350.0,https://www.penguinmagic.com/p/20710,https://s3.amazonaws.com/images.penguinmagic.com/images/products/large/25455a-673e173e83bf8.png,"Mr. Tango has done it once again! The Triple TUC is an innovation of the famous TUC, the coin considered to be the best gaffed coin ever, which won the Invention Award in the FISM 2012. Now the Triple TUC offers you the same","['magic tricks', 'magic shops', 'card tricks', 'street magic', 'levitation', 'magic store', 'magic supplies']",2025-04-13 16:48:15.007362,2025-04-13 16:48:15.007363,20710,Transformation (0.90); Vanish (0.80),"Transformation (0.90) - The product description mentions that the Triple TUC offers the same effect as the famous TUC, which is a gaffed coin that can be transformed.; Vanish (0.80) - The TUC coin is likely used to perform vanishing effects as well.",Transformation (0.90); Vanish (0.80),"Transformation (0.90) - The product description mentions that the Triple TUC offers the same effect as the famous TUC, which is a gaffed coin that can be transformed.; Vanish (0.80) - The TUC coin is likely used to perform vanishing effects as well.",Gimmick (0.90),"Gimmick (0.90) - The product description mentions that the Triple TUC is an innovation of the famous TUC, which is a gaffed coin.",Gimmick (0.90),"Gimmick (0.90) - The product description mentions that the Triple TUC is an innovation of the famous TUC, which is a gaffed coin."
462055,Magic Mat 10x12 by Trevor Duffy,Trevor Duffy,16.4,https://www.penguinmagic.com/p/20711,https://s3.amazonaws.com/images.penguinmagic.com/images/products/large/25456a-673e1b1213558.png,"This mini size is designed for fitting into a smaller space, such as in a bar or a busy restaurant. It has the perfect portable performing surface for the pro. Made to last, Trevor Duffy's Magic Mats are also very resistant t","['magic tricks', 'magic shops', 'card tricks', 'street magic', 'levitation', 'magic store', 'magic supplies']",2025-04-13 16:49:16.440142,2025-04-13 16:49:16.440144,20711,Transformation (0.80); Vanish (0.70); Production (0.60),"Transformation (0.80) - The description mentions that the mat is designed for portable performing surface, suggesting the ability to transform the surface or the objects on it.; Vanish (0.70) - The portable and compact nature of the mat may allow for vanishing or disappearing effects.; Production (0.60) - The portable performing surface could be used to produce or reveal objects.",Transformation (0.80); Vanish (0.70),"Transformation (0.80) - The description mentions that the mat is designed for portable performing surface, suggesting the ability to transform the surface or the objects on it.; Vanish (0.70) - The portable and compact nature of the mat may allow for vanishing or disappearing effects.",magic apparatus (0.90),magic apparatus (0.90) - The mat itself is the primary magical prop being offered.,magic apparatus (0.90),magic apparatus (0.90) - The mat itself is the primary magical prop being offered.
462056,Miracles For Mortals Volume Two by Geoff Williams,Geoff Williams,35.0,https://www.penguinmagic.com/p/20712,https://s3.amazonaws.com/images.penguinmagic.com/images/products/large/25457a-673e1ce2475db.jpg,"Volume Two Contents:&nbsp;BACHELOR'S THREAD - Raj Madhok's marvelous method of magically producing the ring for a Ring &amp; String routine. It just appears out of NOWHERE!&nbsp;THREADY OR NOT - My ""improved&","['magic tricks', 'magic shops', 'card tricks', 'street magic', 'levitation', 'magic store', 'magic supplies']",2025-04-13 16:49:16.450002,2025-04-13 16:49:16.450007,20712,Production (0.90); Transformation (0.80),"Production (0.90) - The description mentions that the ring for a Ring & String routine just appears out of NOWHERE!; Transformation (0.80) - The description mentions an improved version of a method, suggesting a transformation of some kind",Production (0.90); Transformation (0.80),"Production (0.90) - The description mentions that the ring for a Ring & String routine just appears out of NOWHERE!; Transformation (0.80) - The description mentions an improved version of a method, suggesting a transformation of some kind",,,,
462057,The Al Schneider Technique Vol 3: More Close up by L&L Publishing,L&L Publishing,28.45,https://www.penguinmagic.com/p/20713,https://s3.amazonaws.com/images.penguinmagic.com/images/products/large/25458a-673e1eb97b1db.jpg,A splendid opener for any close-up routine. Two cards are shown on both sides. The cards are placed together and a half-dollar drops out from between them. This is repeated three times though the cards are shown on both sides,"['magic tricks', 'magic shops', 'card tricks', 'street magic', 'levitation', 'magic store', 'magic supplies']",2025-04-13 16:49:16.453112,2025-04-13 16:49:16.453117,20713,Production (0.90); Penetration (0.80),"Production (0.90) - The effect involves producing a half-dollar from between two cards, which is a form of production; Penetration (0.80) - The half-dollar appears to penetrate through the cards",Production (0.90); Penetration (0.80),"Production (0.90) - The effect involves producing a half-dollar from between two cards, which is a form of production; Penetration (0.80) - The half-dollar appears to penetrate through the cards",cards (0.90); coins (0.80),cards (0.90) - The main props used are cards; coins (0.80) - A half-dollar coin is also used,cards (0.90); coins (0.80),cards (0.90) - The main props used are cards; coins (0.80) - A half-dollar coin is also used
462058,Miracles with Cards by James Swain - Book,James Swain - Book,49.95,https://www.penguinmagic.com/p/20714,https://s3.amazonaws.com/images.penguinmagic.com/images/products/large/25459a-673e1f0273aef.jpg,James Swain's book - Miracle with Cards - has stunningly effective simple card routines. Improve your sleight-of-hand card skills immediately and with ease. Thorough instructions with photo illustrated explanations to learn.,"['magic tricks', 'magic shops', 'card tricks', 'street magic', 'levitation', 'magic store', 'magic supplies']",2025-04-13 16:49:16.456895,2025-04-13 16:49:16.456897,20714,Prediction (0.90),"Prediction (0.90) - The description mentions Miracle with Cards, which suggests the main effect is prediction or revelation of a chosen card.",Prediction (0.90),"Prediction (0.90) - The description mentions Miracle with Cards, which suggests the main effect is prediction or revelation of a chosen card.",cards (1.00),"cards (1.00) - The main prop used in the effects is cards, as explicitly stated in the description.",cards (1.00),"cards (1.00) - The main prop used in the effects is cards, as explicitly stated in the description."
462059,SILHOUETTE STARS by Rizki and Masuda,Rizki and Masuda,67.45,https://www.penguinmagic.com/p/20715,https://s3.amazonaws.com/images.penguinmagic.com/images/products/large/25460a-673e2015c172f.png,"Mr./Ms. Rizki Nanda, an Indonesia magician, has created a very unique magic based on the WOW gimmick! The silhouette in the photo frame changes as if it were CG. Effects:Have them look at the cards of the six stars that every","['magic tricks', 'magic shops', 'card tricks', 'street magic', 'levitation', 'magic store', 'magic supplies']",2025-04-13 16:49:16.457876,2025-04-13 16:49:16.457877,20715,Transformation (0.90); Animation (0.80); Impossible Object (0.70),"Transformation (0.90) - The main effect involves the silhouette in the photo frame changing, which is a transformation effect.; Animation (0.80) - The silhouette appears to change in a smooth, animated manner, suggesting an animation effect.; Impossible Object (0.70) - The changing silhouette could be considered an impossible object, as it defies normal physical expectations.",Transformation (0.90); Animation (0.80); Impossible Object (0.70),"Transformation (0.90) - The main effect involves the silhouette in the photo frame changing, which is a transformation effect.; Animation (0.80) - The silhouette appears to change in a smooth, animated manner, suggesting an animation effect.; Impossible Object (0.70) - The changing silhouette could be considered an impossible object, as it defies normal physical expectations.",,,,
462060,Stand-Up Sponges by Ken de Courcy - Book,Ken de Courcy - Book,14.25,https://www.penguinmagic.com/p/20716,https://s3.amazonaws.com/images.penguinmagic.com/images/products/large/25461a-673e216891c45.png,"There are not a lot of books written for those who perform sponge routines on stage. Ken de Courcy's Stand-up Sponges does not disappoint. This is a complete routine and goes into holding out balls, blocking, etc. A fantastic","['magic tricks', 'magic shops', 'card tricks', 'street magic', 'levitation', 'magic store', 'magic supplies']",2025-04-13 16:49:16.458941,2025-04-13 16:49:16.458943,20716,Multiplication (0.90); Transformation (0.80),"Multiplication (0.90) - The product description mentions that the routine involves holding out balls, which suggests a multiplication effect where sponge balls are produced or multiplied.; Transformation (0.80) - The product description also mentions blocking, which could imply a transformation effect where the sponge balls change or transform in some way.",Multiplication (0.90); Transformation (0.80),"Multiplication (0.90) - The product description mentions that the routine involves holding out balls, which suggests a multiplication effect where sponge balls are produced or multiplied.; Transformation (0.80) - The product description also mentions blocking, which could imply a transformation effect where the sponge balls change or transform in some way.",,,,
462061,21st Century Card Magic by James Swain - Book,James Swain - Book,40.96,https://www.penguinmagic.com/p/20717,https://s3.amazonaws.com/images.penguinmagic.com/images/products/large/25462a-673e219f60eb5.jpg,"""Cards are power; learn to harness that power, and you will be forever rewarded"" - From Preface by James Swain. James Swain's book - 21st Century Card Magic - has stunningly effective simple card routines. Improve y","['magic tricks', 'magic shops', 'card tricks', 'street magic', 'levitation', 'magic store', 'magic supplies']",2025-04-13 16:49:16.459960,2025-04-13 16:49:16.459962,20717,Prediction (0.90); Control / Forcing (0.80),"Prediction (0.90) - The description mentions that the book contains stunningly effective simple card routines, which suggests that the main magical effect is prediction or revelation of a chosen card.; Control / Forcing (0.80) - The description also mentions learn to harness that power, which implies that the book teaches techniques for controlling or forcing the selection of cards.",Prediction (0.90); Control / Forcing (0.80),"Prediction (0.90) - The description mentions that the book contains stunningly effective simple card routines, which suggests that the main magical effect is prediction or revelation of a chosen card.; Control / Forcing (0.80) - The description also mentions learn to harness that power, which implies that the book teaches techniques for controlling or forcing the selection of cards.",cards (1.00),cards (1.00) - The main prop used in the magic routines described in the book is cards.,cards (1.00),cards (1.00) - The main prop used in the magic routines described in the book is cards.
